id,name,parish,classification,status,lat,lng,town
st-francis-glendevon-st-james,St. Francis',St. James,mission,active,18.4512,-77.8923,Glendevon
st-john-s-grace-hill-st-james,St. John's,St. James,church,active,18.3724,-77.9193,Grace Hill
mary-magdalene-granville-st-james,Mary Magdalene,St. James,church,active,18.4023,-77.9312,Granville
st-mary-s-montpelier-st-james,St. Mary's,St. James,church,active,18.37615,-77.93029,Montpelier
holy-cross-mount-salem-st-james,Holy Cross,St. James,church,active,18.4412,-77.9312,Mount Salem
st-james-parish-church-sam-sharpe-square-st-james,St. James Parish Church,St. James,church,active,18.472,-77.92154,Sam Sharpe Square
st-luke-s-vaughnsfield-st-james,St. Luke's,St. James,church,active,18.3527,-77.82523,Vaughnsfield
holy-trinity-westgate-st-james,Holy Trinity,St. James,church,active,18.4412,-77.9212,Westgate
st-alban-s-albion-mountain-st-mary,St. Alban's,St. Mary,church,active,18.3712,-76.9512,Albion Mountain
st-margaret-s-church-annotto-bay-st-mary,St. Margaret's Church,St. Mary,church,active,18.2697,-76.7712,Annotto Bay
st-simon-s-church-annotto-bay-st-mary,St. Simon's Church,St. Mary,church,active,18.2721,-76.7734,Annotto Bay
st-james-annotto-bay-st-mary,St. James',St. Mary,church,active,18.2623,-76.7712,Annotto Bay
st-michael-s-belfield-st-mary,St. Michael's,St. Mary,church,active,18.3023,-76.8312,Belfield
st-luke-s-bonny-gate-st-mary,St. Luke's,St. Mary,church,active,18.3512,-76.9123,Bonny Gate
st-matthew-s-boscobel-st-mary,St. Matthew's,St. Mary,church,active,18.40537,-76.97609,Boscobel
st-agatha-s-bromley-st-mary,St. Agatha's,St. Mary,church,active,18.2712,-76.8823,Bromley
st-paul-s-church-clarksonville-clarksonville-st-mary,St. Paul's Church (Clarksonville),St. Mary,church,ruin,18.2834,-76.8923,Clarksonville
st-margaret-s-clifton-lodge-st-mary,St. Margaret's,St. Mary,church,active,18.3823,-76.9212,Clifton Lodge
st-matthew-s-church-clonmel-st-mary,St. Matthew's Church,St. Mary,church,active,18.2812,-76.9214,Clonmel
st-patrick-s-devon-pen-st-mary,St. Patrick's,St. Mary,church,active,18.2023,-76.8512,Devon Pen
st-barnabas-enfield-st-mary,St. Barnabas',St. Mary,church,active,18.2512,-76.8312,Enfield
st-mary-s-church-gayle-st-mary,St. Mary's Church,St. Mary,church,active,18.3213,-76.9921,Gayle
st-john-s-gayle-st-mary,St. John's,St. Mary,church,active,18.32798,-77.00723,Gayle
st-mary-s-church-highgate-st-mary,St. Mary's Church,St. Mary,church,active,18.2512,-76.9023,Highgate
st-luke-s-church-highgate-st-mary,St. Luke's Church,St. Mary,church,active,18.2534,-76.8987,Highgate
st-cyprian-s-highgate-st-mary,St. Cyprian's,St. Mary,church,active,18.2734,-76.8913,Highgate
st-andrew-s-labyrinth-st-mary,St. Andrew's,St. Mary,church,active,18.3023,-76.9312,Labyrinth
st-margaret-s-long-road-st-mary,St. Margaret's,St. Mary,church,active,18.2512,-76.7712,Long Road
st-martin-s-martin-st-mary,St. Martin's,St. Mary,church,active,18.2623,-76.9923,Martin
st-elizabeth-s-mason-hall-st-mary,St. Elizabeth's,St. Mary,church,active,18.3943,-76.9067,Mason Hall
st-mary-parish-church-port-maria-st-mary,St. Mary (Parish Church),St. Mary,church,active,18.37369,-76.89333,Port Maria
holy-trinity-retreat-st-mary,Holy Trinity,St. Mary,church,active,18.38844,-77.02106,Retreat
st-benedict-s-church-richmond-st-mary,St. Benedict's Church,St. Mary,church,active,18.2201,-76.8921,Richmond
church-of-the-ephipany-richmond-st-mary,Church of the Ephipany,St. Mary,church,active,18.2023,-76.9123,Richmond
st-mary-s-church-old-rio-nuevo-st-mary,St. Mary's Church (Old),St. Mary,church,ruin,18.4098,-76.8934,Rio Nuevo
st-mark-s-scott-s-hall-st-mary,St. Mark's,St. Mary,church,active,18.1512,-76.8712,Scott's Hall
st-gabriel-s-woodside-st-mary,St. Gabriel's,St. Mary,church,active,18.2212,-76.8023,Woodside
st-thomas-bath-st-thomas,St. Thomas',St. Thomas,church,active,17.9478,-76.3484,Bath
st-luke-s-bath-st-thomas,St. Luke's,St. Thomas,church,inactive,17.9623,-76.3512,Bath
st-peter-s-blue-mountain-valley-st-thomas,St. Peter's,St. Thomas,church,inactive,18.0212,-76.5823,Blue Mountain Valley
st-martin-s-mission-bull-bay-st-thomas,St. Martin's Mission,St. Thomas,mission,inactive,17.9428,-76.6574,Bull Bay
st-paul-s-danvers-pen-st-thomas,St. Paul's,St. Thomas,church,active,17.9212,-76.4212,Danvers Pen
st-andrew-s-golden-grove-st-thomas,St. Andrew's,St. Thomas,church,active,17.9215,-76.2609,Golden Grove
st-thomas-golden-grove-st-thomas,St. Thomas',St. Thomas,church,active,17.9212,-76.2712,Golden Grove
st-john-s-church-old-leith-hall-st-thomas,St. John's Church (Old),St. Thomas,church,ruin,17.8919,-76.3246,Leith Hall
st-thomas-parish-church-morant-bay-st-thomas,St. Thomas Parish Church,St. Thomas,church,active,17.8843,-76.4087,Morant Bay
st-philip-s-mount-felix-st-thomas,St. Philip's,St. Thomas,mission,inactive,17.9123,-76.4023,Mount Felix
st-augustine-s-mt-felix-st-thomas,St. Augustine's,St. Thomas,church,active,17.9623,-76.3823,Mt. Felix
st-barnabas-port-morant-st-thomas,St. Barnabas',St. Thomas,church,active,17.8913,-76.3245,Port Morant
st-boniface-stony-gut-vicinity-st-thomas,St. Boniface,St. Thomas,mission,inactive,17.9123,-76.3623,Stony Gut / vicinity
all-saints-the-abbey-st-thomas,All Saints',St. Thomas,church,active,17.9712,-76.4712,The Abbey
st-stephen-s-thornton-st-thomas,St. Stephen's,St. Thomas,church,active,18.0312,-76.3712,Thornton
st-john-s-woburn-lawn-st-thomas,St. John's,St. Thomas,church,active,17.9312,-76.4712,Woburn Lawn
st-mary-s-woburn-lawn-st-thomas,St. Mary's,St. Thomas,church,inactive,17.9123,-76.3312,Woburn Lawn
st-david-s-yallahs-st-thomas,St. David's,St. Thomas,church,active,17.8923,-76.5823,Yallahs
st-matthew-s-yallahs-st-thomas,St. Matthew's,St. Thomas,church,inactive,17.8823,-76.5623,Yallahs
st-andrew-s-albert-town-trelawny,St. Andrew's,Trelawny,church,active,18.2712,-77.6123,Albert Town
st-michael-s-clarks-town-trelawny,St. Michael's,Trelawny,church,active,18.4212,-77.5212,Clarks Town
st-barnabas-duncan-trelawny,St. Barnabas',Trelawny,church,active,18.4623,-77.5312,Duncan
st-matthew-s-jackson-town-trelawny,St. Matthew's,Trelawny,church,active,18.4127,-77.4802,Jackson Town
st-peter-s-parish-church-falmouth-trelawny,St. Peter's (Parish Church),Trelawny,church,active,18.4929,-77.6569,Falmouth
st-mark-s-rio-bueno-trelawny,St. Mark's,Trelawny,church,active,18.4706,-77.4608,Rio Bueno
st-thomas-stewart-town-trelawny,St. Thomas',Trelawny,church,active,18.4123,-77.4823,Stewart Town
st-barnabas-warsop-trelawny,St. Barnabas',Trelawny,church,active,18.2512,-77.5823,Warsop
st-alban-s-ashton-westmoreland,St. Alban's,Westmoreland,church,active,18.27,-77.983,Ashton
st-barnabas-beeston-spring-westmoreland,St. Barnabas',Westmoreland,church,active,18.2023,-78.0412,Beeston Spring
st-bartholomew-s-berkshire-westmoreland,St. Bartholomew's,Westmoreland,church,active,18.20285,-77.90101,Berkshire
st-thomas-bluefields-westmoreland,St. Thomas',Westmoreland,church,active,18.17144,-78.01972,Bluefields
st-luke-s-cessnock-westmoreland,St. Luke's,Westmoreland,church,active,18.3333,-78.2167,Cessnock
st-john-s-darliston-westmoreland,St. John's,Westmoreland,church,active,18.2623,-77.9712,Darliston
st-barnabas-george-s-plain-westmoreland,St. Barnabas',Westmoreland,church,active,18.28319,-78.14349,George's Plain
st-james-grange-westmoreland,St. James',Westmoreland,church,active,18.33824,-78.07353,Grange
holy-trinity-grange-hill-westmoreland-2,Holy Trinity,Westmoreland,church,active,18.3137,-78.18074,Grange Hill
st-matthias-kentucky-westmoreland,St. Matthias,Westmoreland,church,active,18.1993,-78.0177,Kentucky
st-michael-s-kew-park-westmoreland,St. Michael's,Westmoreland,church,active,18.2712,-78.0412,Kew Park
st-paul-s-little-london-westmoreland,St. Paul's,Westmoreland,church,active,18.26234,-78.25584,Little London
transfiguration-mount-grace-westmoreland,Transfiguration,Westmoreland,church,active,18.3255,-78.1307,Mount Grace
st-mary-s-negril-westmoreland,St. Mary's,Westmoreland,church,active,18.27898,-78.35193,Negril
st-james-new-roads-westmoreland-westmoreland,St. James',Westmoreland,church,active,18.1923,-77.9623,New Roads (Westmoreland)
st-peter-s-petersfield-westmoreland,St. Peter's,Westmoreland,church,active,18.2923,-78.0712,Petersfield
st-george-s-savanna-la-mar-parish-church-westmoreland,St. George's,Westmoreland,church,active,18.2212,-78.1412,Savanna-la-Mar (Parish Church)
